    0   36
    0    0 -.14222D-05 0.00000D+00
    1   -1 0.47183D-06 -.14801D-05
    1    0 0.82560D-06 0.00000D+00
    1    1 -.47183D-06 -.14801D-05
    2   -2 -.62601D-03 -.82049D-04
    2   -1 0.11295D-03 0.13953D-03
    2    0 0.15063D-03 0.00000D+00
    2    1 -.11295D-03 0.13953D-03
    2    2 -.62601D-03 0.82049D-04
    3   -3 -.11808D-03 -.85033D-04
    3   -2 0.11840D-03 -.32257D-04
    3   -1 0.30925D-03 0.12397D-03
    3    0 -.34269D-03 0.00000D+00
    3    1 -.30925D-03 0.12397D-03
    3    2 0.11840D-03 0.32257D-04
    3    3 0.11808D-03 -.85033D-04
    4   -4 0.15691D-03 -.15654D-03
    4   -3 0.67641D-04 -.17406D-03
    4   -2 0.11756D-03 0.29728D-03
    4   -1 -.10903D-03 0.26975D-05
    4    0 0.16974D-03 0.00000D+00
    4    1 0.10903D-03 0.26975D-05
    4    2 0.11756D-03 -.29728D-03
    4    3 -.67641D-04 -.17406D-03
    4    4 0.15691D-03 0.15654D-03
    5   -5 -.16621D-03 -.12202D-03
    5   -4 -.55442D-04 -.21950D-03
    5   -3 0.28561D-05 0.12904D-03
    5   -2 -.51072D-04 0.61724D-04
    5   -1 -.56134D-04 0.65387D-04
    5    0 -.27341D-03 0.00000D+00
    5    1 0.56134D-04 0.65387D-04
    5    2 -.51072D-04 -.61724D-04
    5    3 -.28561D-05 0.12904D-03
    5    4 -.55442D-04 0.21950D-03
    5    5 0.16621D-03 -.12202D-03
    6   -6 -.86163D-04 -.55335D-04
    6   -5 0.13141D-03 -.68184D-04
    6   -4 0.93140D-04 0.15889D-04
    6   -3 0.65128D-04 0.64636D-04
    6   -2 -.99481D-04 0.16430D-05
    6   -1 0.32229D-04 -.10146D-03
    6    0 0.44108D-04 0.00000D+00
    6    1 -.32229D-04 -.10146D-03
    6    2 -.99481D-04 -.16430D-05
    6    3 -.65128D-04 0.64636D-04
    6    4 0.93140D-04 -.15889D-04
    6    5 -.13141D-03 -.68184D-04
    6    6 -.86163D-04 0.55335D-04
    7   -7 -.66587D-04 -.15745D-03
    7   -6 -.58964D-04 -.12229D-04
    7   -5 -.20917D-04 0.16336D-04
    7   -4 -.75805D-05 -.51291D-05
    7   -3 -.43191D-04 0.99239D-04
    7   -2 0.57711D-04 -.26208D-05
    7   -1 -.11422D-03 0.65790D-05
    7    0 -.28036D-04 0.00000D+00
    7    1 0.11422D-03 0.65790D-05
    7    2 0.57711D-04 0.26208D-05
    7    3 0.43191D-04 0.99239D-04
    7    4 -.75805D-05 0.51291D-05
    7    5 0.20917D-04 0.16336D-04
    7    6 -.58964D-04 0.12229D-04
    7    7 0.66587D-04 -.15745D-03
    8   -8 -.85044D-04 -.82968D-05
    8   -7 -.81802D-04 -.27916D-04
    8   -6 0.26045D-04 -.15274D-04
    8   -5 0.83554D-04 -.27506D-04
    8   -4 -.57011D-04 0.14235D-04
    8   -3 0.85688D-04 0.10118D-03
    8   -2 -.78429D-04 -.22097D-04
    8   -1 -.11409D-03 0.56982D-04
    8    0 0.19733D-04 0.00000D+00
    8    1 0.11409D-03 0.56982D-04
    8    2 -.78429D-04 0.22097D-04
    8    3 -.85688D-04 0.10118D-03
    8    4 -.57011D-04 -.14235D-04
    8    5 -.83554D-04 -.27506D-04
    8    6 0.26045D-04 0.15274D-04
    8    7 0.81802D-04 -.27916D-04
    8    8 -.85044D-04 0.82968D-05
    9   -9 0.33877D-04 0.31310D-04
    9   -8 -.20558D-04 -.12101D-04
    9   -7 -.78332D-04 0.19372D-04
    9   -6 0.13166D-03 -.10931D-03
    9   -5 0.50366D-04 0.17570D-04
    9   -4 0.74513D-04 0.49091D-04
    9   -3 0.21796D-06 -.21389D-04
    9   -2 0.43833D-04 -.59339D-04
    9   -1 0.36674D-04 0.12431D-04
    9    0 -.11692D-04 0.00000D+00
    9    1 -.36674D-04 0.12431D-04
    9    2 0.43833D-04 0.59339D-04
    9    3 -.21796D-06 -.21389D-04
    9    4 0.74513D-04 -.49091D-04
    9    5 -.50366D-04 0.17570D-04
    9    6 0.13166D-03 0.10931D-03
    9    7 0.78332D-04 0.19372D-04
    9    8 -.20558D-04 0.12101D-04
    9    9 -.33877D-04 0.31310D-04
   10  -10 -.10475D-04 0.51752D-04
   10   -9 0.44024D-05 0.43721D-04
   10   -8 0.41167D-06 0.36015D-04
   10   -7 -.10725D-04 0.14658D-04
   10   -6 -.40316D-04 -.31930D-04
   10   -5 -.22249D-04 -.21940D-04
   10   -4 0.75722D-05 -.41109D-04
   10   -3 0.49599D-04 0.10781D-04
   10   -2 0.26643D-05 -.18512D-04
   10   -1 -.17645D-04 -.13551D-04
   10    0 0.23127D-04 0.00000D+00
   10    1 0.17645D-04 -.13551D-04
   10    2 0.26643D-05 0.18512D-04
   10    3 -.49599D-04 0.10781D-04
   10    4 0.75722D-05 0.41109D-04
   10    5 0.22249D-04 -.21940D-04
   10    6 -.40316D-04 0.31930D-04
   10    7 0.10725D-04 0.14658D-04
   10    8 0.41167D-06 -.36015D-04
   10    9 -.44024D-05 0.43721D-04
   10   10 -.10475D-04 -.51752D-04
   11  -11 0.17980D-04 -.68479D-05
   11  -10 -.37772D-04 -.20466D-04
   11   -9 -.42319D-05 -.21807D-04
   11   -8 -.56794D-04 0.26684D-05
   11   -7 -.23018D-04 0.76679D-05
   11   -6 0.93530D-05 0.14685D-04
   11   -5 -.47529D-04 -.15772D-04
   11   -4 -.18779D-04 0.44855D-04
   11   -3 -.24169D-04 0.49515D-05
   11   -2 0.33054D-04 -.16101D-04
   11   -1 0.41384D-04 0.52462D-04
   11    0 0.57584D-06 0.00000D+00
   11    1 -.41384D-04 0.52462D-04
   11    2 0.33054D-04 0.16101D-04
   11    3 0.24169D-04 0.49515D-05
   11    4 -.18779D-04 -.44855D-04
   11    5 0.47529D-04 -.15772D-04
   11    6 0.93530D-05 -.14685D-04
   11    7 0.23018D-04 0.76679D-05
