    0   36
    0    0 0.61559D-05 0.00000D+00
    1   -1 0.11447D-04 0.44121D-05
    1    0 0.43930D-05 0.00000D+00
    1    1 -.11447D-04 0.44121D-05
    2   -2 0.25141D-03 -.78069D-03
    2   -1 -.27458D-03 -.82221D-03
    2    0 0.22904D-04 0.00000D+00
    2    1 0.27458D-03 -.82221D-03
    2    2 0.25141D-03 0.78069D-03
    3   -3 0.63976D-04 -.14493D-03
    3   -2 0.40208D-03 -.68101D-04
    3   -1 0.10849D-03 -.51763D-03
    3    0 -.27723D-03 0.00000D+00
    3    1 -.10849D-03 -.51763D-03
    3    2 0.40208D-03 0.68101D-04
    3    3 -.63976D-04 -.14493D-03
    4   -4 0.31597D-04 0.60845D-04
    4   -3 0.37566D-03 -.18336D-03
    4   -2 0.20558D-04 -.62747D-04
    4   -1 0.10050D-03 0.19402D-03
    4    0 -.15035D-03 0.00000D+00
    4    1 -.10050D-03 0.19402D-03
    4    2 0.20558D-04 0.62747D-04
    4    3 -.37566D-03 -.18336D-03
    4    4 0.31597D-04 -.60845D-04
    5   -5 0.41494D-03 0.17442D-03
    5   -4 0.36311D-03 0.13686D-03
    5   -3 0.19142D-03 -.38225D-04
    5   -2 -.31725D-04 -.12925D-04
    5   -1 0.25773D-03 -.71219D-04
    5    0 0.88612D-04 0.00000D+00
    5    1 -.25773D-03 -.71219D-04
    5    2 -.31725D-04 0.12925D-04
    5    3 -.19142D-03 -.38225D-04
    5    4 0.36311D-03 -.13686D-03
    5    5 -.41494D-03 0.17442D-03
    6   -6 0.20624D-03 0.12829D-03
    6   -5 0.61925D-04 0.20228D-03
    6   -4 0.31757D-03 -.34884D-05
    6   -3 -.98273D-04 -.16817D-03
    6   -2 0.88023D-04 0.23391D-03
    6   -1 0.13697D-03 -.29813D-04
    6    0 -.26195D-03 0.00000D+00
    6    1 -.13697D-03 -.29813D-04
    6    2 0.88023D-04 -.23391D-03
    6    3 0.98273D-04 -.16817D-03
    6    4 0.31757D-03 0.34884D-05
    6    5 -.61925D-04 0.20228D-03
    6    6 0.20624D-03 -.12829D-03
    7   -7 -.22226D-04 0.20649D-03
    7   -6 -.25242D-03 0.30091D-03
    7   -5 0.97157D-04 0.43393D-03
    7   -4 0.75322D-04 0.55656D-04
    7   -3 0.13468D-04 0.11280D-03
    7   -2 0.11520D-03 0.18357D-03
    7   -1 0.14908D-03 -.40080D-04
    7    0 -.11223D-03 0.00000D+00
    7    1 -.14908D-03 -.40080D-04
    7    2 0.11520D-03 -.18357D-03
    7    3 -.13468D-04 0.11280D-03
    7    4 0.75322D-04 -.55656D-04
    7    5 -.97157D-04 0.43393D-03
    7    6 -.25242D-03 -.30091D-03
    7    7 0.22226D-04 0.20649D-03
    8   -8 0.31111D-05 0.20975D-03
    8   -7 -.21987D-03 0.33250D-04
    8   -6 -.10909D-03 0.18318D-03
    8   -5 0.97942D-05 0.37414D-05
    8   -4 -.15885D-04 -.14846D-03
    8   -3 -.10507D-03 0.13118D-03
    8   -2 0.28271D-03 -.83883D-04
    8   -1 -.13466D-03 -.25116D-03
    8    0 0.88701D-04 0.00000D+00
    8    1 0.13466D-03 -.25116D-03
    8    2 0.28271D-03 0.83883D-04
    8    3 0.10507D-03 0.13118D-03
    8    4 -.15885D-04 0.14846D-03
    8    5 -.97942D-05 0.37414D-05
    8    6 -.10909D-03 -.18318D-03
    8    7 0.21987D-03 0.33250D-04
    8    8 0.31111D-05 -.20975D-03
    9   -9 -.18811D-04 0.75900D-04
    9   -8 -.27699D-03 -.23154D-03
    9   -7 -.36491D-03 -.15719D-04
    9   -6 -.13499D-03 0.11107D-03
    9   -5 -.20977D-04 0.38503D-04
    9   -4 -.10324D-03 -.44067D-04
    9   -3 -.17523D-03 0.14372D-03
    9   -2 0.81364D-04 0.97010D-04
    9   -1 -.13025D-03 -.25261D-03
    9    0 -.21085D-04 0.00000D+00
    9    1 0.13025D-03 -.25261D-03
    9    2 0.81364D-04 -.97010D-04
    9    3 0.17523D-03 0.14372D-03
    9    4 -.10324D-03 0.44067D-04
    9    5 0.20977D-04 0.38503D-04
    9    6 -.13499D-03 -.11107D-03
    9    7 0.36491D-03 -.15719D-04
    9    8 -.27699D-03 0.23154D-03
    9    9 0.18811D-04 0.75900D-04
   10  -10 0.36341D-04 -.89884D-04
   10   -9 -.20733D-03 -.16083D-03
   10   -8 -.10139D-03 0.22222D-04
   10   -7 -.82636D-04 -.29824D-04
   10   -6 -.60557D-04 0.88065D-04
   10   -5 0.28493D-05 -.17138D-04
   10   -4 -.70477D-04 -.10597D-03
   10   -3 -.23468D-04 0.81127D-04
   10   -2 0.90157D-04 -.62618D-04
   10   -1 0.29456D-04 0.28495D-05
   10    0 0.17430D-03 0.00000D+00
   10    1 -.29456D-04 0.28495D-05
   10    2 0.90157D-04 0.62618D-04
   10    3 0.23468D-04 0.81127D-04
   10    4 -.70477D-04 0.10597D-03
   10    5 -.28493D-05 -.17138D-04
   10    6 -.60557D-04 -.88065D-04
   10    7 0.82636D-04 -.29824D-04
   10    8 -.10139D-03 -.22222D-04
   10    9 0.20733D-03 -.16083D-03
   10   10 0.36341D-04 0.89884D-04
   11  -11 0.16105D-04 -.64718D-04
   11  -10 0.96703D-04 -.84361D-04
   11   -9 0.15506D-03 -.24582D-03
   11   -8 -.98156D-04 -.18282D-03
   11   -7 -.35507D-04 0.12067D-04
   11   -6 0.28576D-04 -.67508D-04
   11   -5 0.79835D-04 -.13849D-03
   11   -4 -.94747D-04 -.96182D-04
   11   -3 0.36644D-04 0.18026D-03
   11   -2 0.11864D-03 -.35716D-04
   11   -1 -.52726D-04 0.54512D-05
   11    0 0.18130D-03 0.00000D+00
   11    1 0.52726D-04 0.54512D-05
   11    2 0.11864D-03 0.35716D-04
   11    3 -.36644D-04 0.18026D-03
   11    4 -.94747D-04 0.96182D-04
   11    5 -.79835D-04 -.13849D-03
   11    6 0.28576D-04 0.67508D-04
   11    7 0.35507D-04 0.12067D-04
   11    8 -.98156D-04 0.18282D-03
   11    9 -.15506D-03 -.24582D-03
   11   10 0.96703D-04 0.84361D-04
   11   11 -.16105D-04 -.64718D-04
   12  -12 0.40933D-04 0.10857D-03
   12  -11 0.14057D-03 -.14876D-03
   12  -10 0.39968D-04 -.17643D-03
   12   -9 0.21887D-05 -.46432D-04
   12   -8 -.18538D-04 -.80051D-04
   12   -7 -.44589D-04 -.52748D-04
   12   -6 0.94048D-04 -.21045D-04
   12   -5 0.44980D-04 -.11111D-03
   12   -4 -.64037D-04 -.89252D-04
   12   -3 -.32151D-04 0.80425D-04
   12   -2 0.21144D-04 -.15890D-05
   12   -1 -.17512D-04 0.66970D-04
   12    0 0.78162D-04 0.00000D+00
   12    1 0.17512D-04 0.66970D-04
   12    2 0.21144D-04 0.15890D-05
   12    3 0.32151D-04 0.80425D-04
   12    4 -.64037D-04 0.89252D-04
   12    5 -.44980D-04 -.11111D-03
   12    6 0.94048D-04 0.21045D-04
   12    7 0.44589D-04 -.52748D-04
   12    8 -.18538D-04 0.80051D-04
   12    9 -.21887D-05 -.46432D-04
   12   10 0.39968D-04 0.17643D-03
   12   11 -.14057D-03 -.14876D-03
   12   12 0.40933D-04 -.10857D-03
   13  -13 0.50709D-04 -.94115D-05
   13  -12 0.15168D-04 0.12183D-04
   13  -11 0.16044D-03 0.10026D-03
   13  -10 0.12831D-03 -.29852D-04
   13   -9 0.17824D-04 -.76090D-04
   13   -8 -.49431D-04 -.17353D-05
   13   -7 0.98967D-04 0.86547D-05
   13   -6 0.10263D-03 -.28710D-04
   13   -5 0.23220D-04 -.45723D-04
   13   -4 -.71903D-04 0.50914D-04
   13   -3 0.11353D-05 0.17317D-05
   13   -2 -.13949D-03 0.28333D-05
   13   -1 0.18087D-04 0.15909D-03
   13    0 0.12937D-04 0.00000D+00
   13    1 -.18087D-04 0.15909D-03
   13    2 -.13949D-03 -.28333D-05
   13    3 -.11353D-05 0.17317D-05
   13    4 -.71903D-04 -.50914D-04
   13    5 -.23220D-04 -.45723D-04
   13    6 0.10263D-03 0.28710D-04
   13    7 -.98967D-04 0.86547D-05
   13    8 -.49431D-04 0.17353D-05
   13    9 -.17824D-04 -.76090D-04
   13   10 0.12831D-03 0.29852D-04
   13   11 -.16044D-03 0.10026D-03
   13   12 0.15168D-04 -.12183D-04
   13   13 -.50709D-04 -.94115D-05
   14  -14 -.66675D-04 -.25291D-05
   14  -13 0.73028D-04 0.17661D-03
   14  -12 0.21409D-03 0.77810D-04
   14  -11 0.12487D-03 0.50449D-05
   14  -10 0.12198D-03 0.10841D-04
   14   -9 0.94400D-04 -.10730D-03
   14   -8 -.21791D-04 -.24291D-04
   14   -7 0.59231D-04 0.45403D-04
   14   -6 0.11512D-03 -.24057D-04
   14   -5 0.55490D-04 -.64025D-04
   14   -4 0.44802D-04 -.65018D-04
   14   -3 0.39878D-04 -.41362D-04
   14   -2 -.56485D-05 -.25795D-04
   14   -1 -.84450D-05 0.10076D-03
   14    0 0.50730D-04 0.00000D+00
   14    1 0.84450D-05 0.10076D-03
   14    2 -.56485D-05 0.25795D-04
   14    3 -.39878D-04 -.41362D-04
   14    4 0.44802D-04 0.65018D-04
   14    5 -.55490D-04 -.64025D-04
   14    6 0.11512D-03 0.24057D-04
   14    7 -.59231D-04 0.45403D-04
   14    8 -.21791D-04 0.24291D-04
   14    9 -.94400D-04 -.10730D-03
   14   10 0.12198D-03 -.10841D-04
   14   11 -.12487D-03 0.50449D-05
   14   12 0.21409D-03 -.77810D-04
   14   13 -.73028D-04 0.17661D-03
   14   14 -.66675D-04 0.25291D-05
   15  -15 0.88415D-05 0.38721D-04
   15  -14 0.40701D-04 0.67880D-05
   15  -13 -.60276D-04 0.72572D-04
   15  -12 -.13301D-04 0.20883D-03
   15  -11 0.14140D-03 0.21643D-04
   15  -10 0.49243D-04 -.10504D-03
   15   -9 -.17381D-04 0.44381D-04
   15   -8 0.10411D-04 0.63371D-04
   15   -7 -.62187D-06 -.31253D-04
   15   -6 -.51310D-04 0.30920D-04
   15   -5 0.31109D-04 0.30234D-04
   15   -4 0.23334D-04 -.45105D-04
   15   -3 -.71174D-04 -.27720D-04
   15   -2 -.60102D-04 0.27047D-04
   15   -1 -.52801D-04 0.16353D-04
   15    0 -.10349D-03 0.00000D+00
   15    1 0.52801D-04 0.16353D-04
   15    2 -.60102D-04 -.27047D-04
   15    3 0.71174D-04 -.27720D-04
   15    4 0.23334D-04 0.45105D-04
   15    5 -.31109D-04 0.30234D-04
   15    6 -.51310D-04 -.30920D-04
   15    7 0.62187D-06 -.31253D-04
   15    8 0.10411D-04 -.63371D-04
   15    9 0.17381D-04 0.44381D-04
   15   10 0.49243D-04 0.10504D-03
   15   11 -.14140D-03 0.21643D-04
   15   12 -.13301D-04 -.20883D-03
   15   13 0.60276D-04 0.72572D-04
   15   14 0.40701D-04 -.67880D-05
   15   15 -.88415D-05 0.38721D-04
   16  -16 0.65641D-04 -.82388D-04
   16  -15 -.73507D-04 0.86646D-05
   16  -14 -.10169D-03 0.11915D-03
   16  -13 -.62157D-04 0.15765D-03
   16  -12 0.40880D-04 0.12169D-03
   16  -11 0.76056D-04 0.99839D-04
   16  -10 0.66235D-04 0.83652D-05
   16   -9 -.46196D-04 0.19182D-04
   16   -8 0.41160D-04 0.60980D-04
   16   -7 0.42273D-04 0.14046D-04
   16   -6 0.15625D-04 0.10349D-03
   16   -5 0.92273D-04 0.40065D-04
   16   -4 -.10898D-05 0.13459D-04
   16   -3 -.23182D-04 0.32263D-04
   16   -2 -.63004D-04 -.24918D-04
   16   -1 -.13485D-04 0.37327D-04
   16    0 -.53261D-04 0.00000D+00
   16    1 0.13485D-04 0.37327D-04
   16    2 -.63004D-04 0.24918D-04
   16    3 0.23182D-04 0.32263D-04
   16    4 -.10898D-05 -.13459D-04
   16    5 -.92273D-04 0.40065D-04
   16    6 0.15625D-04 -.10349D-03
   16    7 -.42273D-04 0.14046D-04
   16    8 0.41160D-04 -.60980D-04
   16    9 0.46196D-04 0.19182D-04
   16   10 0.66235D-04 -.83652D-05
   16   11 -.76056D-04 0.99839D-04
   16   12 0.40880D-04 -.12169D-03
   16   13 0.62157D-04 0.15765D-03
   16   14 -.10169D-03 -.11915D-03
   16   15 0.73507D-04 0.86646D-05
   16   16 0.65641D-04 0.82388D-04
   17  -17 0.28712D-05 0.22756D-05
   17  -16 0.93952D-07 -.61583D-05
   17  -15 -.80799D-05 -.95573D-05
   17  -14 -.15676D-04 -.34470D-05
   17  -13 -.11856D-04 0.68067D-05
   17  -12 -.50453D-05 0.79379D-05
   17  -11 -.41966D-06 0.68071D-05
   17  -10 0.26161D-05 0.65332D-06
   17   -9 -.30449D-05 -.17092D-05
   17   -8 -.30138D-05 0.23214D-05
   17   -7 0.58206D-07 0.13207D-05
   17   -6 -.20843D-05 0.24173D-06
   17   -5 0.26404D-06 0.29181D-05
   17   -4 0.15918D-05 0.28473D-05
   17   -3 -.12602D-06 -.84065D-06
   17   -2 -.15224D-05 -.17170D-05
   17   -1 -.33767D-06 -.21353D-05
   17    0 -.25127D-05 0.00000D+00
   17    1 0.33767D-06 -.21353D-05
   17    2 -.15224D-05 0.17170D-05
   17    3 0.12602D-06 -.84065D-06
   17    4 0.15918D-05 -.28473D-05
   17    5 -.26404D-06 0.29181D-05
   17    6 -.20843D-05 -.24173D-06
   17    7 -.58206D-07 0.13207D-05
   17    8 -.30138D-05 -.23214D-05
   17    9 0.30449D-05 -.17092D-05
   17   10 0.26161D-05 -.65332D-06
   17   11 0.41966D-06 0.68071D-05
   17   12 -.50453D-05 -.79379D-05
   17   13 0.11856D-04 0.68067D-05
   17   14 -.15676D-04 0.34470D-05
   17   15 0.80799D-05 -.95573D-05
   17   16 0.93952D-07 0.61583D-05
   17   17 -.28712D-05 0.22756D-05
   18  -18 0.25935D-05 0.19965D-05
   18  -17 0.26607D-05 -.48856D-05
   18  -16 -.30111D-05 -.69593D-05
   18  -15 -.56623D-05 -.43474D-05
   18  -14 -.65694D-05 -.25951D-05
   18  -13 -.74683D-05 0.65342D-06
   18  -12 -.48165D-05 0.31549D-05
   18  -11 -.42717D-05 0.20238D-05
   18  -10 -.18743D-05 0.38900D-05
   18   -9 -.13121D-05 -.62307D-06
   18   -8 -.38762D-05 0.43080D-06
   18   -7 -.16262D-05 -.53650D-06
   18   -6 -.43280D-05 0.97552D-07
   18   -5 -.12058D-05 0.31283D-05
   18   -4 0.65197D-06 -.85421D-07
   18   -3 0.10073D-06 0.21352D-05
